trip_id,driver_id,rider_id,vendor_id,city,pickup_loc,drop_loc,distance_km,pickup_time,num_passengers,rate_code,payment_type,drop_time,fare_amount,driver_tip,toll_amt,mta_tax,total_amount,rating,stored_flag
TRP00003143,DRV001943,RDR000547,1,Mumbai,39,96,8.03,2024-03-21 16:59:00,1,1,Free Ride,2024-03-21 17:35:00,131.97,0.0,0.0,6.6,138.57,,Y
TRP00003144,DRV001314,RDR001780,1,Delhi,57,83,7.18,2024-12-16 18:52:00,1,1,Credit Card,2024-12-16 19:24:00,111.48,2.05,29.15,5.57,148.25,4.7,Y
TRP00003145,DRV001580,RDR004043,2,Pune,50,1,3.51,2024-02-12 16:53:00,3,5,Cash,2024-02-12 17:15:00,74.0,6.14,0.0,3.7,83.84,,Y
TRP00003146,DRV001182,RDR003370,1,Ahmedabad,7,64,4.68,2024-04-17 23:20:00,2,1,Wallet,2024-04-17 23:48:00,116.59,0.0,0.0,5.83,122.42,,Y
TRP00003147,DRV000543,RDR004529,1,Ahmedabad,88,89,19.06,2024-01-07 14:15:00,3,1,Cash,2024-01-07 15:19:00,272.36,0.0,0.0,13.62,285.98,4.8,Y
TRP00003148,DRV001334,RDR000994,2,Bangalore,88,66,9.78,2024-11-14 16:19:00,2,1,Wallet,2024-11-14 17:00:00,180.06,2.27,34.3,9.0,225.63,3.5,Y
TRP00003149,DRV000432,RDR003021,2,Mumbai,68,11,13.39,2024-09-29 20:20:00,1,1,UPI,2024-09-29 21:14:00,230.53,0.0,0.0,11.53,242.06,3.2,Y
TRP00003150,DRV001571,RDR000627,1,Bangalore,69,98,5.85,2024-06-22 00:23:00,2,1,UPI,2024-06-22 00:45:00,135.81,9.87,48.91,6.79,201.38,3.1,Y
TRP00003151,DRV001172,RDR000862,1,Kolkata,23,32,8.96,2024-01-19 12:32:00,2,1,Cash,2024-01-19 13:13:00,130.05,0.0,0.0,6.5,136.55,3.7,Y
TRP00003152,DRV000854,RDR004133,2,Delhi,27,65,3.28,2024-03-01 11:06:00,1,1,Cash,2024-03-01 11:25:00,72.44,0.0,0.0,3.62,76.06,3.0,Y
TRP00003153,DRV001266,RDR002671,1,Bangalore,3,37,10.78,2024-12-16 02:16:00,1,1,Cash,2024-12-16 02:57:00,185.14,24.15,0.0,9.26,218.55,4.8,Y
TRP00003154,DRV001309,RDR003360,2,Mumbai,74,92,5.46,2024-07-31 04:29:00,1,3,Wallet,2024-07-31 04:51:00,102.05,11.6,0.0,5.1,118.75,4.6,Y
TRP00003155,DRV000063,RDR003695,1,Delhi,22,59,5.67,2024-09-14 10:25:00,3,1,Free Ride,2024-09-14 10:50:00,90.96,0.0,0.0,4.55,95.51,4.8,Y
TRP00003156,DRV001020,RDR001351,2,Bangalore,47,43,9.38,2024-11-20 13:10:00,1,1,Free Ride,2024-11-20 13:46:00,165.7,2.13,0.0,8.28,176.11,3.4,Y
TRP00003157,DRV001821,RDR002071,1,Kolkata,70,10,23.03,2024-02-06 15:59:00,2,1,UPI,2024-02-06 17:14:00,309.8,19.47,0.0,15.49,344.76,4.5,Y
TRP00003158,DRV001285,RDR001699,2,Bangalore,57,32,1.53,2024-12-27 12:59:00,3,1,UPI,2024-12-27 13:15:00,55.3,0.92,0.0,2.76,58.98,3.5,Y
TRP00003159,DRV001118,RDR004146,1,Hyderabad,23,95,14.93,2024-03-23 21:29:00,3,1,Wallet,2024-03-23 22:27:00,227.65,0.0,19.21,11.38,258.24,,Y
TRP00003160,DRV000594,RDR000366,2,Hyderabad,67,98,3.77,2024-03-31 09:14:00,3,1,UPI,2024-03-31 09:34:00,82.01,10.85,17.09,4.1,114.05,4.1,Y
TRP00003161,DRV001315,RDR003787,1,Bangalore,77,33,5.69,2024-09-15 03:57:00,1,1,Free Ride,2024-09-15 04:25:00,121.09,13.33,0.0,6.05,140.47,3.7,Y
TRP00003162,DRV001960,RDR000219,1,Ahmedabad,84,100,1.18,2024-06-05 08:55:00,2,4,Cash,2024-06-05 09:05:00,50.19,6.06,10.12,2.51,68.88,4.8,Y
TRP00003163,DRV000619,RDR000600,1,Mumbai,82,6,3.87,2024-07-04 13:55:00,3,3,Wallet,2024-07-04 14:14:00,93.09,0.0,21.71,4.65,119.45,4.1,Y
TRP00003164,DRV000990,RDR003784,1,Chennai,38,60,6.59,2024-06-28 02:45:00,2,1,Cash,2024-06-28 03:17:00,113.55,14.29,43.36,5.68,176.88,3.3,Y
TRP00003165,DRV000502,RDR003123,2,Hyderabad,51,87,1.46,2024-05-17 18:38:00,1,1,Wallet,2024-05-17 18:50:00,87.2,0.0,0.0,4.36,91.56,4.4,Y
TRP00003166,DRV001649,RDR002816,2,Ahmedabad,60,35,6.4,2024-08-19 10:13:00,1,2,Wallet,2024-08-19 10:47:00,131.82,5.94,27.94,6.59,172.29,4.3,Y
TRP00003167,DRV001654,RDR003272,2,Kolkata,86,80,21.95,2024-11-28 01:04:00,2,2,Wallet,2024-11-28 02:20:00,290.02,38.12,31.73,14.5,374.37,3.6,Y
TRP00003168,DRV001403,RDR001593,2,Bangalore,28,12,1.89,2024-05-31 08:24:00,1,3,Cash,2024-05-31 08:44:00,55.96,0.0,17.56,2.8,76.32,,Y
TRP00003169,DRV000832,RDR003250,1,Delhi,51,65,12.57,2024-04-18 07:34:00,1,1,Credit Card,2024-04-18 08:19:00,198.61,0.4,29.39,9.93,238.33,4.9,Y
TRP00003170,DRV000610,RDR000310,2,Kolkata,27,95,5.22,2024-05-13 10:20:00,1,2,Cash,2024-05-13 10:46:00,116.85,12.99,0.0,5.84,135.68,4.1,Y
TRP00003171,DRV000929,RDR000088,2,Kolkata,10,41,9.52,2024-05-25 10:51:00,1,2,Cash,2024-05-25 11:33:00,140.78,18.55,0.0,7.04,166.37,3.9,Y
TRP00003172,DRV000150,RDR002053,1,Kolkata,51,3,3.41,2024-01-02 02:08:00,1,2,Wallet,2024-01-02 02:23:00,109.44,0.02,0.0,5.47,114.93,4.5,Y
TRP00003173,DRV001411,RDR000940,2,Delhi,26,48,2.39,2024-12-01 04:08:00,1,1,Credit Card,2024-12-01 04:25:00,86.99,0.0,45.72,4.35,137.06,,Y
TRP00003174,DRV000123,RDR001119,2,Delhi,32,90,2.4,2024-02-07 19:43:00,3,1,Cash,2024-02-07 19:55:00,77.93,10.83,0.0,3.9,92.66,5.0,Y
TRP00003175,DRV000324,RDR002680,2,Pune,3,69,1.58,2024-09-23 20:32:00,1,2,Credit Card,2024-09-23 20:48:00,84.46,0.0,15.52,4.22,104.2,4.4,Y
TRP00003176,DRV000901,RDR003804,2,Hyderabad,71,18,2.64,2024-06-01 17:06:00,1,1,Wallet,2024-06-01 17:21:00,98.98,5.61,0.0,4.95,109.54,3.6,Y
TRP00003177,DRV000852,RDR003972,2,Ahmedabad,38,86,9.73,2024-04-14 02:08:00,3,1,UPI,2024-04-14 02:43:00,149.94,20.87,0.0,7.5,178.31,4.5,Y
TRP00003178,DRV000992,RDR003780,2,Delhi,50,34,18.08,2024-01-28 11:56:00,1,2,Credit Card,2024-01-28 12:59:00,256.94,32.54,23.07,12.85,325.4,3.5,Y
TRP00003179,DRV000952,RDR000559,2,Chennai,6,7,14.46,2024-11-06 07:03:00,2,1,Free Ride,2024-11-06 07:55:00,214.04,0.0,0.0,10.7,224.74,4.1,Y
TRP00003180,DRV000418,RDR000677,1,Bangalore,14,98,10.24,2024-10-10 18:33:00,4,1,Wallet,2024-10-10 19:09:00,170.39,3.38,0.0,8.52,182.29,3.2,Y
TRP00003181,DRV000697,RDR004493,1,Mumbai,61,45,1.94,2024-11-12 22:14:00,2,1,UPI,2024-11-12 22:26:00,91.63,7.37,22.62,4.58,126.2,4.0,N
TRP00003182,DRV001243,RDR001985,2,Ahmedabad,21,86,3.73,2024-01-13 18:44:00,2,1,UPI,2024-01-13 19:00:00,86.96,10.57,0.0,4.35,101.88,3.2,Y
TRP00003183,DRV000295,RDR003586,1,Kolkata,96,41,3.97,2024-03-18 20:59:00,1,1,Credit Card,2024-03-18 21:19:00,108.17,15.69,0.0,5.41,129.27,4.7,Y
TRP00003184,DRV000641,RDR001149,2,Ahmedabad,51,99,3.3,2024-04-04 04:45:00,3,2,Wallet,2024-04-04 05:06:00,97.41,0.0,0.0,4.87,102.28,4.2,Y
TRP00003185,DRV001765,RDR003857,1,Chennai,20,35,6.79,2024-01-21 05:45:00,4,1,Cash,2024-01-21 06:14:00,111.35,0.0,0.0,5.57,116.92,4.9,N
TRP00003186,DRV001472,RDR002287,2,Delhi,66,54,7.14,2024-06-07 02:51:00,1,2,Free Ride,2024-06-07 03:23:00,114.89,1.21,13.93,5.74,135.77,4.2,Y
TRP00003187,DRV000654,RDR001322,1,Chennai,99,92,4.53,2024-09-12 13:26:00,1,3,Free Ride,2024-09-12 13:47:00,102.87,3.06,0.0,5.14,111.07,4.8,Y
TRP00003188,DRV001504,RDR001398,1,Bangalore,2,45,4.49,2024-10-30 14:02:00,1,4,Cash,2024-10-30 14:29:00,79.51,0.0,0.0,3.98,83.49,4.2,Y
TRP00003189,DRV001763,RDR000148,2,Chennai,31,10,15.11,2024-12-14 12:55:00,1,4,Credit Card,2024-12-14 13:50:00,214.32,16.49,0.0,10.72,241.53,,Y
TRP00003190,DRV000708,RDR004973,1,Ahmedabad,27,17,13.46,2024-09-28 06:44:00,6,2,UPI,2024-09-28 07:31:00,221.61,18.57,0.0,11.08,251.26,3.2,Y
TRP00003191,DRV001998,RDR000824,1,Hyderabad,90,8,3.94,2024-10-07 05:35:00,2,1,Credit Card,2024-10-07 05:55:00,90.76,0.0,38.55,4.54,133.85,3.5,Y
TRP00003192,DRV000817,RDR001452,1,Pune,52,52,20.61,2024-03-25 12:45:00,1,5,Wallet,2024-03-25 13:57:00,298.05,0.0,0.0,14.9,312.95,4.8,Y
TRP00003193,DRV000268,RDR002410,2,Bangalore,40,79,25.43,2024-07-28 14:18:00,1,1,Wallet,2024-07-28 15:49:00,372.15,0.0,0.0,18.61,390.76,4.1,Y
TRP00003194,DRV001558,RDR001018,2,Pune,78,3,4.17,2024-01-31 21:59:00,1,1,Credit Card,2024-01-31 22:26:00,87.48,1.42,0.0,4.37,93.27,3.0,Y
TRP00003195,DRV000759,RDR004380,2,Bangalore,7,85,4.5,2024-01-10 21:00:00,1,2,Free Ride,2024-01-10 21:24:00,115.68,15.5,0.0,5.78,136.96,4.9,Y
TRP00003196,DRV001055,RDR003202,2,Kolkata,66,81,6.64,2024-11-02 21:30:00,2,1,Free Ride,2024-11-02 21:57:00,129.39,9.46,0.0,6.47,145.32,3.1,Y
TRP00003197,DRV001151,RDR001380,1,Delhi,37,83,23.66,2024-09-06 07:20:00,1,1,Free Ride,2024-09-06 08:37:00,348.09,0.0,0.0,17.4,365.49,3.3,Y
TRP00003198,DRV000218,RDR000636,1,Hyderabad,86,56,17.72,2024-12-19 09:37:00,4,1,Wallet,2024-12-19 10:36:00,237.97,0.0,0.0,11.9,249.87,3.5,Y
TRP00003199,DRV000654,RDR000092,2,Delhi,64,14,1.87,2024-12-03 13:11:00,4,1,UPI,2024-12-03 13:27:00,48.67,0.0,0.0,2.43,51.1,3.0,Y
TRP00003200,DRV000496,RDR002239,2,Bangalore,37,13,4.99,2024-07-06 21:53:00,2,4,Free Ride,2024-07-06 22:12:00,120.81,3.57,18.64,6.04,149.06,3.2,Y
TRP00003201,DRV000956,RDR001258,2,Chennai,74,80,7.45,2024-11-02 11:37:00,2,4,UPI,2024-11-02 12:07:00,111.14,0.0,0.0,5.56,116.7,4.4,N
TRP00003202,DRV000251,RDR003610,1,Ahmedabad,11,93,6.6,2024-01-10 23:07:00,3,2,UPI,2024-01-10 23:39:00,103.89,8.72,0.0,5.19,117.8,4.9,Y
TRP00003203,DRV000548,RDR002934,2,Ahmedabad,81,45,2.72,2024-03-13 02:13:00,1,1,Cash,2024-03-13 02:26:00,88.49,5.88,0.0,4.42,98.79,4.7,Y
TRP00003204,DRV000921,RDR001458,1,Hyderabad,12,99,16.66,2024-07-05 10:58:00,4,1,Cash,2024-07-05 12:00:00,237.44,13.75,0.0,11.87,263.06,4.9,Y
TRP00003205,DRV000508,RDR001775,2,Pune,56,76,10.04,2024-04-06 01:07:00,2,3,Credit Card,2024-04-06 01:42:00,146.07,0.72,0.0,7.3,154.09,3.2,Y
TRP00003206,DRV000289,RDR000283,2,Ahmedabad,31,59,15.56,2024-03-23 10:14:00,1,2,Free Ride,2024-03-23 11:12:00,222.49,26.42,0.0,11.12,260.03,3.7,Y
TRP00003207,DRV000199,RDR004361,1,Ahmedabad,33,28,16.66,2024-05-09 21:12:00,1,1,Credit Card,2024-05-09 22:09:00,246.44,5.52,22.38,12.32,286.66,3.3,Y
TRP00003208,DRV000104,RDR001771,2,Bangalore,84,82,12.04,2024-08-09 23:16:00,1,4,Credit Card,2024-08-10 00:03:00,202.86,0.0,0.0,10.14,213.0,3.8,Y
TRP00003209,DRV000595,RDR003622,2,Chennai,91,57,5.63,2024-07-18 13:37:00,1,2,UPI,2024-07-18 14:08:00,107.27,7.08,0.0,5.36,119.71,3.4,Y
TRP00003210,DRV001937,RDR000392,1,Chennai,29,20,8.54,2024-04-23 14:03:00,3,1,Credit Card,2024-04-23 14:43:00,132.41,3.01,0.0,6.62,142.04,4.6,Y
TRP00003211,DRV000787,RDR004284,1,Hyderabad,88,43,2.4,2024-08-06 15:40:00,5,1,Wallet,2024-08-06 15:57:00,63.6,2.37,0.0,3.18,69.15,3.4,Y
TRP00003212,DRV001770,RDR000843,1,Chennai,5,31,9.96,2024-06-17 13:19:00,3,5,Cash,2024-06-17 13:54:00,179.13,19.51,0.0,8.96,207.6,4.2,Y
TRP00003213,DRV001261,RDR003200,2,Hyderabad,30,1,2.58,2024-05-28 00:13:00,2,1,Credit Card,2024-05-28 00:26:00,74.62,7.77,0.0,3.73,86.12,4.3,Y
TRP00003214,DRV000857,RDR002526,2,Kolkata,13,30,10.47,2024-11-18 02:17:00,3,1,Free Ride,2024-11-18 02:56:00,178.26,9.33,10.91,8.91,207.41,4.6,Y
TRP00003215,DRV000509,RDR003638,1,Chennai,8,16,3.09,2024-09-20 05:11:00,1,1,Credit Card,2024-09-20 05:28:00,79.57,9.26,0.0,3.98,92.81,3.3,Y
TRP00003216,DRV001972,RDR000430,2,Ahmedabad,92,41,2.0,2024-03-02 02:39:00,1,1,Free Ride,2024-03-02 02:52:00,86.07,4.06,0.0,4.3,94.43,4.3,Y
TRP00003217,DRV001773,RDR004901,1,Ahmedabad,89,69,2.45,2024-05-13 10:48:00,1,1,Wallet,2024-05-13 11:07:00,55.48,3.93,0.0,2.77,62.18,4.6,Y
TRP00003218,DRV001848,RDR000039,1,Bangalore,13,35,1.02,2024-12-23 15:11:00,4,1,UPI,2024-12-23 15:23:00,73.04,2.93,0.0,3.65,79.62,4.2,Y
TRP00003219,DRV000328,RDR000399,1,Pune,50,49,11.15,2024-01-10 11:23:00,1,1,Wallet,2024-01-10 12:05:00,166.93,0.0,0.0,8.35,175.28,4.1,Y
TRP00003220,DRV001667,RDR003092,2,Kolkata,53,40,11.55,2024-06-12 07:10:00,1,1,Free Ride,2024-06-12 07:58:00,204.08,16.39,0.0,10.2,230.67,4.8,Y
TRP00003221,DRV000671,RDR001653,1,Ahmedabad,31,30,6.79,2024-02-21 12:51:00,2,2,Cash,2024-02-21 13:23:00,132.07,6.67,32.71,6.6,178.05,4.6,Y
TRP00003222,DRV001913,RDR002046,1,Delhi,99,98,2.41,2024-11-28 17:53:00,3,3,Cash,2024-11-28 18:15:00,52.06,6.81,0.0,2.6,61.47,3.2,Y
TRP00003223,DRV001184,RDR003070,1,Kolkata,49,77,1.7,2024-06-15 11:20:00,1,1,Wallet,2024-06-15 11:35:00,44.25,0.29,22.58,2.21,69.33,4.8,Y
TRP00003224,DRV001477,RDR001955,1,Pune,56,33,1.15,2024-01-01 04:24:00,4,4,Wallet,2024-01-01 04:32:00,59.02,4.04,28.68,2.95,94.69,4.5,Y
TRP00003225,DRV000641,RDR001639,1,Chennai,23,35,2.45,2024-11-01 09:51:00,1,1,Credit Card,2024-11-01 10:04:00,94.91,1.86,0.0,4.75,101.52,3.1,Y
TRP00003226,DRV000389,RDR000749,1,Hyderabad,97,98,18.72,2024-07-07 00:22:00,1,1,UPI,2024-07-07 01:27:00,251.79,30.95,0.0,12.59,295.33,3.7,Y
TRP00003227,DRV001563,RDR000132,2,Mumbai,19,17,3.21,2024-09-24 06:46:00,2,1,UPI,2024-09-24 07:08:00,95.37,0.0,0.0,4.77,100.14,3.9,Y
TRP00003228,DRV000327,RDR003455,1,Bangalore,68,71,4.5,2024-07-19 01:29:00,2,1,Wallet,2024-07-19 01:49:00,80.99,10.75,0.0,4.05,95.79,,Y
TRP00003229,DRV001021,RDR000229,2,Mumbai,36,3,1.89,2024-03-22 04:35:00,1,1,Free Ride,2024-03-22 04:46:00,71.26,0.0,0.0,3.56,74.82,4.4,Y
TRP00003230,DRV001055,RDR000120,1,Hyderabad,47,89,3.01,2024-09-14 09:50:00,2,3,Free Ride,2024-09-14 10:12:00,86.33,0.0,0.0,4.32,90.65,4.7,Y
TRP00003231,DRV000957,RDR002762,1,Chennai,41,42,6.86,2024-10-23 18:12:00,1,2,Wallet,2024-10-23 18:45:00,127.09,6.23,0.0,6.35,139.67,4.4,Y
TRP00003232,DRV001022,RDR001575,1,Mumbai,40,33,8.49,2024-10-23 04:50:00,3,1,Wallet,2024-10-23 05:20:00,124.89,9.59,15.22,6.24,155.94,4.4,Y
TRP00003233,DRV001801,RDR000518,1,Chennai,10,87,3.25,2024-09-29 20:35:00,1,5,Cash,2024-09-29 20:58:00,67.1,0.0,0.0,3.36,70.46,,Y
TRP00003234,DRV000632,RDR001807,1,Bangalore,38,3,1.48,2024-12-30 22:26:00,2,3,UPI,2024-12-30 22:42:00,60.27,3.71,0.0,3.01,66.99,3.3,N
TRP00003235,DRV001019,RDR000792,1,Chennai,97,8,4.97,2024-07-17 16:37:00,1,2,Free Ride,2024-07-17 17:05:00,119.92,0.0,0.0,6.0,125.92,4.4,Y
TRP00003236,DRV000048,RDR001376,1,Ahmedabad,1,75,3.13,2024-09-27 00:06:00,1,1,Wallet,2024-09-27 00:20:00,87.77,0.0,0.0,4.39,92.16,4.3,Y
TRP00003237,DRV000185,RDR001369,1,Pune,69,22,2.98,2024-01-16 12:40:00,1,1,UPI,2024-01-16 13:03:00,80.32,9.24,0.0,4.02,93.58,5.0,Y
TRP00003238,DRV001936,RDR000361,1,Mumbai,82,100,26.72,2024-12-13 10:49:00,2,2,UPI,2024-12-13 12:15:00,357.06,0.0,17.6,17.85,392.51,,Y
TRP00003239,DRV000806,RDR003406,1,Mumbai,43,94,8.66,2024-04-02 16:22:00,1,1,Wallet,2024-04-02 16:56:00,144.7,2.8,0.0,7.24,154.74,4.0,Y
TRP00003240,DRV001036,RDR004199,1,Mumbai,59,97,7.51,2024-05-25 09:46:00,1,2,Cash,2024-05-25 10:16:00,151.71,17.35,19.59,7.59,196.24,,Y
TRP00003241,DRV000937,RDR000883,1,Chennai,79,27,5.3,2024-04-10 01:20:00,1,1,Cash,2024-04-10 01:47:00,114.69,11.38,0.0,5.73,131.8,,Y
TRP00003242,DRV001980,RDR002680,1,Mumbai,49,14,5.48,2024-03-30 21:13:00,1,1,Cash,2024-03-30 21:37:00,95.5,4.76,0.0,4.78,105.04,4.1,Y
TRP00003243,DRV000494,RDR002644,1,Delhi,20,74,7.23,2024-08-05 03:16:00,4,4,Credit Card,2024-08-05 03:47:00,129.16,0.0,0.0,6.46,135.62,3.2,Y
TRP00003244,DRV000441,RDR004605,1,Pune,21,46,10.54,2024-02-18 13:53:00,5,1,Cash,2024-02-18 14:36:00,193.34,4.57,12.04,9.67,219.62,4.2,Y
TRP00003245,DRV001195,RDR001553,1,Kolkata,74,7,10.69,2024-04-29 20:28:00,1,2,Credit Card,2024-04-29 21:09:00,173.42,14.87,18.97,8.67,215.93,3.3,Y
TRP00003246,DRV000723,RDR001697,1,Ahmedabad,46,61,2.51,2024-01-10 14:40:00,1,1,Free Ride,2024-01-10 14:52:00,65.41,6.93,0.0,3.27,75.61,4.1,Y
TRP00003247,DRV000100,RDR004438,2,Hyderabad,10,72,6.55,2024-03-23 15:58:00,1,1,UPI,2024-03-23 16:22:00,124.76,0.27,43.59,6.24,174.86,3.0,Y
TRP00003248,DRV000104,RDR003237,2,Ahmedabad,98,64,5.25,2024-05-13 22:08:00,1,1,Free Ride,2024-05-13 22:38:00,130.91,7.58,0.0,6.55,145.04,5.0,Y
TRP00003249,DRV000577,RDR003506,2,Pune,14,32,17.35,2024-01-15 01:55:00,3,2,Cash,2024-01-15 02:53:00,236.89,0.0,28.77,11.84,277.5,4.3,Y
TRP00003250,DRV001014,RDR000990,2,Bangalore,82,2,8.98,2024-12-03 20:54:00,2,2,Free Ride,2024-12-03 21:27:00,156.0,0.0,0.0,7.8,163.8,4.6,Y
TRP00003251,DRV001224,RDR001904,1,Chennai,1,44,7.08,2024-06-27 01:11:00,1,1,Free Ride,2024-06-27 01:39:00,137.32,9.72,0.0,6.87,153.91,3.6,Y
TRP00003252,DRV001808,RDR001752,1,Bangalore,66,88,1.98,2024-11-28 19:18:00,3,1,Wallet,2024-11-28 19:34:00,81.43,2.13,0.0,4.07,87.63,4.5,Y
TRP00003253,DRV001727,RDR000868,1,Pune,40,25,8.44,2024-01-03 14:36:00,2,1,Credit Card,2024-01-03 15:09:00,167.12,7.19,30.65,8.36,213.32,3.5,Y
TRP00003254,DRV001340,RDR002922,2,Pune,68,75,2.0,2024-11-10 07:38:00,1,6,UPI,2024-11-10 07:52:00,69.21,1.03,35.46,3.46,109.16,,Y
TRP00003255,DRV001378,RDR002650,2,Bangalore,55,4,4.29,2024-08-14 15:46:00,1,1,Wallet,2024-08-14 16:13:00,72.48,8.82,32.16,3.62,117.08,3.9,Y
TRP00003256,DRV000964,RDR001423,1,Bangalore,11,5,2.23,2024-10-14 16:54:00,3,4,Wallet,2024-10-14 17:05:00,84.63,0.0,0.0,4.23,88.86,4.0,Y
TRP00003257,DRV000586,RDR000123,1,Kolkata,5,31,10.42,2024-02-12 01:59:00,3,1,Wallet,2024-02-12 02:35:00,162.19,18.87,10.57,8.11,199.74,4.0,Y
TRP00003258,DRV001100,RDR003295,1,Chennai,49,98,2.85,2024-05-14 16:23:00,1,2,Free Ride,2024-05-14 16:37:00,100.43,0.0,35.89,5.02,141.34,3.6,Y
TRP00003259,DRV000017,RDR002591,2,Bangalore,94,35,4.98,2024-10-26 03:22:00,3,1,Credit Card,2024-10-26 03:50:00,91.67,1.97,0.0,4.58,98.22,4.7,Y
TRP00003260,DRV001736,RDR000099,1,Mumbai,100,82,19.08,2024-11-01 00:47:00,1,3,Cash,2024-11-01 01:51:00,285.35,0.0,0.0,14.27,299.62,4.3,Y
TRP00003261,DRV000221,RDR003189,2,Hyderabad,54,94,2.83,2024-07-02 08:10:00,1,2,Credit Card,2024-07-02 08:32:00,77.49,0.0,0.0,3.87,81.36,4.5,N
TRP00003262,DRV000883,RDR001743,2,Pune,96,98,6.67,2024-05-31 17:48:00,1,1,Cash,2024-05-31 18:21:00,146.11,0.0,0.0,7.31,153.42,,Y
TRP00003263,DRV000275,RDR003759,1,Hyderabad,6,81,5.35,2024-08-16 16:18:00,3,6,UPI,2024-08-16 16:47:00,107.76,9.32,0.0,5.39,122.47,3.3,Y
TRP00003264,DRV001808,RDR001804,2,Mumbai,95,27,1.15,2024-11-20 01:19:00,1,1,Wallet,2024-11-20 01:27:00,42.98,0.0,0.0,2.15,45.13,4.1,Y
TRP00003265,DRV000542,RDR000541,1,Delhi,85,24,13.59,2024-02-23 09:31:00,1,1,Cash,2024-02-23 10:25:00,209.7,0.0,0.0,10.48,220.18,3.9,N
TRP00003266,DRV001490,RDR002282,1,Chennai,8,96,1.57,2024-02-23 08:00:00,1,2,Cash,2024-02-23 08:11:00,58.78,2.74,0.0,2.94,64.46,4.7,Y
TRP00003267,DRV000750,RDR003023,2,Mumbai,24,80,6.14,2024-12-14 16:55:00,1,1,Cash,2024-12-14 17:26:00,122.66,4.9,0.0,6.13,133.69,4.6,Y
TRP00003268,DRV001565,RDR000360,2,Delhi,50,21,7.58,2024-09-22 14:31:00,1,1,Credit Card,2024-09-22 15:06:00,122.4,12.51,0.0,6.12,141.03,4.0,Y
TRP00003269,DRV000826,RDR000552,1,Kolkata,1,50,8.92,2024-10-22 11:54:00,1,1,Cash,2024-10-22 12:27:00,175.2,0.0,10.86,8.76,194.82,,Y
TRP00003270,DRV000750,RDR001791,1,Bangalore,38,19,10.33,2024-02-09 10:44:00,1,1,Cash,2024-02-09 11:19:00,190.22,0.0,0.0,9.51,199.73,4.2,Y
TRP00003271,DRV000093,RDR003368,1,Ahmedabad,54,4,3.34,2024-07-24 19:37:00,1,3,Wallet,2024-07-24 19:52:00,98.88,5.98,0.0,4.94,109.8,4.6,Y
TRP00003272,DRV000821,RDR002471,2,Hyderabad,76,43,1.08,2024-03-23 04:37:00,1,1,Free Ride,2024-03-23 04:50:00,52.74,1.5,30.52,2.64,87.4,4.8,Y
TRP00003273,DRV000105,RDR004906,2,Delhi,3,88,11.28,2024-02-28 20:12:00,3,2,Credit Card,2024-02-28 20:55:00,204.22,22.33,0.0,10.21,236.76,,N
TRP00003274,DRV001168,RDR004093,2,Delhi,82,47,7.14,2024-08-21 20:49:00,1,1,Free Ride,2024-08-21 21:15:00,143.12,0.0,23.02,7.16,173.3,4.9,N
TRP00003275,DRV001151,RDR000835,1,Ahmedabad,14,99,15.47,2024-10-25 01:40:00,1,4,Credit Card,2024-10-25 02:39:00,220.08,4.25,0.0,11.0,235.33,3.6,Y
TRP00003276,DRV000399,RDR004393,1,Bangalore,57,91,14.78,2024-02-02 12:35:00,2,1,Credit Card,2024-02-02 13:29:00,244.4,35.25,0.0,12.22,291.87,3.1,Y
TRP00003277,DRV000743,RDR004663,2,Bangalore,34,48,15.83,2024-09-25 09:43:00,3,2,Free Ride,2024-09-25 10:41:00,245.91,0.0,26.95,12.3,285.16,4.2,Y
TRP00003278,DRV001134,RDR001405,2,Pune,79,91,6.31,2024-01-08 09:44:00,1,5,Free Ride,2024-01-08 10:16:00,139.32,7.71,0.0,6.97,154.0,4.2,N
TRP00003279,DRV000592,RDR002064,2,Chennai,85,45,4.25,2024-09-01 12:44:00,1,1,Free Ride,2024-09-01 13:02:00,116.4,0.0,0.0,5.82,122.22,4.6,Y
TRP00003280,DRV000151,RDR000777,2,Delhi,43,93,13.54,2024-04-30 07:00:00,4,1,Wallet,2024-04-30 07:53:00,204.43,0.0,0.0,10.22,214.65,4.2,Y
TRP00003281,DRV000792,RDR004915,1,Chennai,26,49,5.8,2024-11-15 22:59:00,1,2,Credit Card,2024-11-15 23:28:00,113.94,14.99,0.0,5.7,134.63,5.0,Y
TRP00003282,DRV001033,RDR002658,1,Ahmedabad,66,19,2.62,2024-10-24 09:30:00,1,1,Cash,2024-10-24 09:52:00,98.79,0.0,45.04,4.94,148.77,4.6,Y
TRP00003283,DRV000923,RDR003184,1,Kolkata,82,65,16.45,2024-11-24 19:06:00,3,1,UPI,2024-11-24 20:05:00,233.39,9.67,42.69,11.67,297.42,3.3,Y
TRP00003284,DRV001566,RDR001089,1,Pune,80,39,18.13,2024-06-05 03:57:00,1,2,UPI,2024-06-05 05:05:00,262.64,0.0,32.51,13.13,308.28,4.4,Y
TRP00003285,DRV001127,RDR002721,1,Mumbai,14,78,6.02,2024-06-09 20:51:00,1,6,UPI,2024-06-09 21:24:00,136.73,19.22,10.63,6.84,173.42,3.0,Y
